Order ID,Product ID,Product Title,Quantity,TotalPrice,CustomerName,CustomerEmail
294,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,3,96.02,Customer-294,customer294@example.com,
295,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,2,109.35,Customer-295,customer295@example.com,
296,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,3,53.66,Customer-296,customer296@example.com,
297,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,9,87.95,Customer-297,customer297@example.com,
298,gid://shopify/Product/2,The Minimal Snowboard,3,73.23,Customer-298,customer298@example.com,
299,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,8,109.87,Customer-299,customer299@example.com,
300,gid://shopify/Product/1,The Videographer Snowboard,2,64.50,Customer-300,customer300@example.com,
301,gid://shopify/Product/2,The Minimal Snowboard,3,87.44,Customer-301,customer301@example.com,
302,gid://shopify/Product/1,The Videographer Snowboard,3,24.55,Customer-302,customer302@example.com,
303,gid://shopify/Product/2,The Minimal Snowboard,6,87.97,Customer-303,customer303@example.com,
304,gid://shopify/Product/2,The Minimal Snowboard,4,36.02,Customer-304,customer304@example.com,
305,gid://shopify/Product/1,The Videographer Snowboard,1,37.00,Customer-305,customer305@example.com,
306,gid://shopify/Product/1,The Videographer Snowboard,6,25.66,Customer-306,customer306@example.com,
307,gid://shopify/Product/1,The Videographer Snowboard,1,97.54,Customer-307,customer307@example.com,
308,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,4,109.35,Customer-308,customer308@example.com,
309,gid://shopify/Product/3,The Archived Snowboard,10,109.92,Customer-309,customer309@example.com,
310,gid://shopify/Product/1,The Videographer Snowboard,9,106.00,Customer-310,customer310@example.com,
311,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,6,36.87,Customer-311,customer311@example.com,
312,gid://shopify/Product/1,The Videographer Snowboard,7,15.02,Customer-312,customer312@example.com,
313,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,33.92,Customer-313,customer313@example.com,
314,gid://shopify/Product/1,The Videographer Snowboard,1,93.67,Customer-314,customer314@example.com,
315,gid://shopify/Product/3,The Archived Snowboard,5,98.00,Customer-315,customer315@example.com,
316,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,7,54.18,Customer-316,customer316@example.com,
317,gid://shopify/Product/1,The Videographer Snowboard,4,74.63,Customer-317,customer317@example.com,
318,gid://shopify/Product/2,The Minimal Snowboard,3,25.48,Customer-318,customer318@example.com,
319,gid://shopify/Product/3,The Archived Snowboard,5,32.20,Customer-319,customer319@example.com,
320,gid://shopify/Product/1,The Videographer Snowboard,5,60.71,Customer-320,customer320@example.com,
321,gid://shopify/Product/2,The Minimal Snowboard,2,57.73,Customer-321,customer321@example.com,
322,gid://shopify/Product/1,The Videographer Snowboard,7,80.53,Customer-322,customer322@example.com,
323,gid://shopify/Product/3,The Archived Snowboard,9,90.06,Customer-323,customer323@example.com,
324,gid://shopify/Product/1,The Videographer Snowboard,8,30.34,Customer-324,customer324@example.com,
325,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,10,99.28,Customer-325,customer325@example.com,
326,gid://shopify/Product/2,The Minimal Snowboard,5,64.87,Customer-326,customer326@example.com,
327,gid://shopify/Product/2,The Minimal Snowboard,10,34.83,Customer-327,customer327@example.com,
328,gid://shopify/Product/3,The Archived Snowboard,9,73.68,Customer-328,customer328@example.com,
329,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,3,61.69,Customer-329,customer329@example.com,
330,gid://shopify/Product/2,The Minimal Snowboard,5,84.20,Customer-330,customer330@example.com,
331,gid://shopify/Product/3,The Archived Snowboard,6,58.62,Customer-331,customer331@example.com,
332,gid://shopify/Product/3,The Archived Snowboard,4,72.12,Customer-332,customer332@example.com,
333,gid://shopify/Product/1,The Videographer Snowboard,9,33.56,Customer-333,customer333@example.com,
334,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,4,85.03,Customer-334,customer334@example.com,
335,gid://shopify/Product/2,The Minimal Snowboard,8,106.06,Customer-335,customer335@example.com,
336,gid://shopify/Product/1,The Videographer Snowboard,8,85.26,Customer-336,customer336@example.com,
337,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,10,83.34,Customer-337,customer337@example.com,
338,gid://shopify/Product/3,The Archived Snowboard,7,102.98,Customer-338,customer338@example.com,
339,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,99.01,Customer-339,customer339@example.com,
340,gid://shopify/Product/3,The Archived Snowboard,5,106.48,Customer-340,customer340@example.com,
341,gid://shopify/Product/3,The Archived Snowboard,4,35.60,Customer-341,customer341@example.com,
342,gid://shopify/Product/1,The Videographer Snowboard,5,82.82,Customer-342,customer342@example.com,
343,gid://shopify/Product/1,The Videographer Snowboard,2,66.13,Customer-343,customer343@example.com,
344,gid://shopify/Product/1,The Videographer Snowboard,6,26.78,Customer-344,customer344@example.com,
345,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,4,43.89,Customer-345,customer345@example.com,
346,gid://shopify/Product/3,The Archived Snowboard,10,43.81,Customer-346,customer346@example.com,
347,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,10,66.31,Customer-347,customer347@example.com,
348,gid://shopify/Product/3,The Archived Snowboard,7,24.22,Customer-348,customer348@example.com,
349,gid://shopify/Product/1,The Videographer Snowboard,9,14.16,Customer-349,customer349@example.com,
350,gid://shopify/Product/3,The Archived Snowboard,9,44.96,Customer-350,customer350@example.com,
351,gid://shopify/Product/3,The Archived Snowboard,2,51.06,Customer-351,customer351@example.com,
352,gid://shopify/Product/1,The Videographer Snowboard,8,26.84,Customer-352,customer352@example.com,
353,gid://shopify/Product/2,The Minimal Snowboard,2,85.68,Customer-353,customer353@example.com,
354,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,77.78,Customer-354,customer354@example.com,
355,gid://shopify/Product/1,The Videographer Snowboard,3,79.20,Customer-355,customer355@example.com,
356,gid://shopify/Product/2,The Minimal Snowboard,4,35.44,Customer-356,customer356@example.com,
357,gid://shopify/Product/3,The Archived Snowboard,9,11.98,Customer-357,customer357@example.com,
358,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,5,19.32,Customer-358,customer358@example.com,
359,gid://shopify/Product/1,The Videographer Snowboard,9,105.17,Customer-359,customer359@example.com,
360,gid://shopify/Product/3,The Archived Snowboard,7,16.47,Customer-360,customer360@example.com,
361,gid://shopify/Product/1,The Videographer Snowboard,1,24.54,Customer-361,customer361@example.com,
362,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,79.34,Customer-362,customer362@example.com,
363,gid://shopify/Product/1,The Videographer Snowboard,6,37.89,Customer-363,customer363@example.com,
364,gid://shopify/Product/2,The Minimal Snowboard,4,67.11,Customer-364,customer364@example.com,
365,gid://shopify/Product/1,The Videographer Snowboard,8,108.11,Customer-365,customer365@example.com,
366,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,10,46.47,Customer-366,customer366@example.com,
367,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,3,75.12,Customer-367,customer367@example.com,
368,gid://shopify/Product/2,The Minimal Snowboard,3,61.44,Customer-368,customer368@example.com,
369,gid://shopify/Product/2,The Minimal Snowboard,6,63.98,Customer-369,customer369@example.com,
370,gid://shopify/Product/3,The Archived Snowboard,5,90.84,Customer-370,customer370@example.com,
371,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,3,49.32,Customer-371,customer371@example.com,
372,gid://shopify/Product/3,The Archived Snowboard,10,95.17,Customer-372,customer372@example.com,
373,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,5,66.24,Customer-373,customer373@example.com,
374,gid://shopify/Product/2,The Minimal Snowboard,9,89.63,Customer-374,customer374@example.com,
375,gid://shopify/Product/2,The Minimal Snowboard,3,49.33,Customer-375,customer375@example.com,
376,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,4,29.30,Customer-376,customer376@example.com,
377,gid://shopify/Product/2,The Minimal Snowboard,1,71.91,Customer-377,customer377@example.com,
378,gid://shopify/Product/1,The Videographer Snowboard,4,107.21,Customer-378,customer378@example.com,
379,gid://shopify/Product/3,The Archived Snowboard,1,92.22,Customer-379,customer379@example.com,
380,gid://shopify/Product/2,The Minimal Snowboard,2,104.92,Customer-380,customer380@example.com,
381,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,5,89.77,Customer-381,customer381@example.com,
382,gid://shopify/Product/1,The Videographer Snowboard,9,10.06,Customer-382,customer382@example.com,
383,gid://shopify/Product/1,The Videographer Snowboard,3,70.50,Customer-383,customer383@example.com,
384,gid://shopify/Product/2,The Minimal Snowboard,5,30.72,Customer-384,customer384@example.com,
385,gid://shopify/Product/1,The Videographer Snowboard,6,58.99,Customer-385,customer385@example.com,
386,gid://shopify/Product/3,The Archived Snowboard,5,47.65,Customer-386,customer386@example.com,
387,gid://shopify/Product/2,The Minimal Snowboard,1,80.63,Customer-387,customer387@example.com,
388,gid://shopify/Product/3,The Archived Snowboard,3,98.96,Customer-388,customer388@example.com,
389,gid://shopify/Product/2,The Minimal Snowboard,7,19.58,Customer-389,customer389@example.com,
390,gid://shopify/Product/1,The Videographer Snowboard,9,89.22,Customer-390,customer390@example.com,
391,gid://shopify/Product/2,The Minimal Snowboard,5,35.32,Customer-391,customer391@example.com,
392,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,7,92.79,Customer-392,customer392@example.com,
393,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,5,106.79,Customer-393,customer393@example.com,
394,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,45.71,Customer-394,customer394@example.com,
395,gid://shopify/Product/2,The Minimal Snowboard,2,67.28,Customer-395,customer395@example.com,
396,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,68.58,Customer-396,customer396@example.com,
397,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,10,13.14,Customer-397,customer397@example.com,
398,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,3,105.69,Customer-398,customer398@example.com,
399,gid://shopify/Product/2,The Minimal Snowboard,10,44.78,Customer-399,customer399@example.com,
400,gid://shopify/Product/3,The Archived Snowboard,6,74.38,Customer-400,customer400@example.com,
401,gid://shopify/Product/1,The Videographer Snowboard,1,91.74,Customer-401,customer401@example.com,
402,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,7,19.17,Customer-402,customer402@example.com,
403,gid://shopify/Product/3,The Archived Snowboard,4,36.08,Customer-403,customer403@example.com,
404,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,6,88.47,Customer-404,customer404@example.com,
405,gid://shopify/Product/3,The Archived Snowboard,10,79.15,Customer-405,customer405@example.com,
406,gid://shopify/Product/3,The Archived Snowboard,1,17.74,Customer-406,customer406@example.com,
407,gid://shopify/Product/1,The Videographer Snowboard,4,31.20,Customer-407,customer407@example.com,
408,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,9,29.33,Customer-408,customer408@example.com,
409,gid://shopify/Product/2,The Minimal Snowboard,7,60.62,Customer-409,customer409@example.com,
410,gid://shopify/Product/2,The Minimal Snowboard,4,102.22,Customer-410,customer410@example.com,
411,gid://shopify/Product/3,The Archived Snowboard,8,94.30,Customer-411,customer411@example.com,
412,gid://shopify/Product/3,The Archived Snowboard,2,84.06,Customer-412,customer412@example.com,
413,gid://shopify/Product/1,The Videographer Snowboard,4,34.67,Customer-413,customer413@example.com,
414,gid://shopify/Product/2,The Minimal Snowboard,7,36.89,Customer-414,customer414@example.com,
415,gid://shopify/Product/3,The Archived Snowboard,10,68.38,Customer-415,customer415@example.com,
416,gid://shopify/Product/2,The Minimal Snowboard,7,104.40,Customer-416,customer416@example.com,
417,gid://shopify/Product/1,The Videographer Snowboard,7,88.43,Customer-417,customer417@example.com,
418,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,8,36.91,Customer-418,customer418@example.com,
419,gid://shopify/Product/3,The Archived Snowboard,10,92.52,Customer-419,customer419@example.com,
420,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,81.89,Customer-420,customer420@example.com,
421,gid://shopify/Product/2,The Minimal Snowboard,1,44.42,Customer-421,customer421@example.com,
422,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,3,60.09,Customer-422,customer422@example.com,
423,gid://shopify/Product/1,The Videographer Snowboard,7,16.09,Customer-423,customer423@example.com,
424,gid://shopify/Product/3,The Archived Snowboard,1,17.17,Customer-424,customer424@example.com,
425,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,4,79.61,Customer-425,customer425@example.com,
426,gid://shopify/Product/2,The Minimal Snowboard,4,13.92,Customer-426,customer426@example.com,
427,gid://shopify/Product/1,The Videographer Snowboard,9,29.10,Customer-427,customer427@example.com,
428,gid://shopify/Product/1,The Videographer Snowboard,2,68.31,Customer-428,customer428@example.com,
429,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,3,95.42,Customer-429,customer429@example.com,
430,gid://shopify/Product/3,The Archived Snowboard,9,78.12,Customer-430,customer430@example.com,
431,gid://shopify/Product/1,The Videographer Snowboard,7,13.96,Customer-431,customer431@example.com,
432,gid://shopify/Product/1,The Videographer Snowboard,6,80.07,Customer-432,customer432@example.com,
433,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,4,58.95,Customer-433,customer433@example.com,
434,gid://shopify/Product/1,The Videographer Snowboard,5,27.14,Customer-434,customer434@example.com,
435,gid://shopify/Product/2,The Minimal Snowboard,2,36.95,Customer-435,customer435@example.com,
436,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,10,53.29,Customer-436,customer436@example.com,
437,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,9,106.90,Customer-437,customer437@example.com,
438,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,8,29.55,Customer-438,customer438@example.com,
439,gid://shopify/Product/2,The Minimal Snowboard,3,42.81,Customer-439,customer439@example.com,
440,gid://shopify/Product/1,The Videographer Snowboard,1,30.95,Customer-440,customer440@example.com,
441,gid://shopify/Product/1,The Videographer Snowboard,7,93.51,Customer-441,customer441@example.com,
442,gid://shopify/Product/2,The Minimal Snowboard,10,44.39,Customer-442,customer442@example.com,
443,gid://shopify/Product/2,The Minimal Snowboard,6,19.40,Customer-443,customer443@example.com,
444,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,7,65.74,Customer-444,customer444@example.com,
445,gid://shopify/Product/1,The Videographer Snowboard,3,82.14,Customer-445,customer445@example.com,
446,gid://shopify/Product/1,The Videographer Snowboard,6,89.61,Customer-446,customer446@example.com,
447,gid://shopify/Product/3,The Archived Snowboard,2,61.45,Customer-447,customer447@example.com,
448,gid://shopify/Product/1,The Videographer Snowboard,10,89.17,Customer-448,customer448@example.com,
449,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,10,102.50,Customer-449,customer449@example.com,
450,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,4,25.05,Customer-450,customer450@example.com,
451,gid://shopify/Product/1,The Videographer Snowboard,4,45.27,Customer-451,customer451@example.com,
452,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,7,18.17,Customer-452,customer452@example.com,
453,gid://shopify/Product/3,The Archived Snowboard,9,79.93,Customer-453,customer453@example.com,
454,gid://shopify/Product/2,The Minimal Snowboard,2,101.56,Customer-454,customer454@example.com,
455,gid://shopify/Product/2,The Minimal Snowboard,9,102.62,Customer-455,customer455@example.com,
456,gid://shopify/Product/2,The Minimal Snowboard,10,44.47,Customer-456,customer456@example.com,
457,gid://shopify/Product/3,The Archived Snowboard,3,83.91,Customer-457,customer457@example.com,
458,gid://shopify/Product/3,The Archived Snowboard,8,43.88,Customer-458,customer458@example.com,
459,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,10,75.07,Customer-459,customer459@example.com,
460,gid://shopify/Product/2,The Minimal Snowboard,2,43.04,Customer-460,customer460@example.com,
461,gid://shopify/Product/1,The Videographer Snowboard,4,78.62,Customer-461,customer461@example.com,
462,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,4,71.40,Customer-462,customer462@example.com,
463,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,37.50,Customer-463,customer463@example.com,
464,gid://shopify/Product/2,The Minimal Snowboard,2,73.09,Customer-464,customer464@example.com,
465,gid://shopify/Product/1,The Videographer Snowboard,10,29.93,Customer-465,customer465@example.com,
466,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,8,51.51,Customer-466,customer466@example.com,
467,gid://shopify/Product/2,The Minimal Snowboard,9,17.11,Customer-467,customer467@example.com,
468,gid://shopify/Product/3,The Archived Snowboard,4,93.21,Customer-468,customer468@example.com,
469,gid://shopify/Product/1,The Videographer Snowboard,10,42.82,Customer-469,customer469@example.com,
470,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,9,68.37,Customer-470,customer470@example.com,
471,gid://shopify/Product/3,The Archived Snowboard,2,69.20,Customer-471,customer471@example.com,
472,gid://shopify/Product/2,The Minimal Snowboard,8,70.05,Customer-472,customer472@example.com,
473,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,8,47.97,Customer-473,customer473@example.com,
474,gid://shopify/Product/1,The Videographer Snowboard,2,69.52,Customer-474,customer474@example.com,
475,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,3,43.61,Customer-475,customer475@example.com,
476,gid://shopify/Product/1,The Videographer Snowboard,10,19.90,Customer-476,customer476@example.com,
477,gid://shopify/Product/1,The Videographer Snowboard,2,73.09,Customer-477,customer477@example.com,
478,gid://shopify/Product/3,The Archived Snowboard,2,24.49,Customer-478,customer478@example.com,
479,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,82.53,Customer-479,customer479@example.com,
480,gid://shopify/Product/2,The Minimal Snowboard,8,57.38,Customer-480,customer480@example.com,
481,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,5,94.31,Customer-481,customer481@example.com,
482,gid://shopify/Product/2,The Minimal Snowboard,8,108.84,Customer-482,customer482@example.com,
483,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,23.80,Customer-483,customer483@example.com,
484,gid://shopify/Product/2,The Minimal Snowboard,5,101.49,Customer-484,customer484@example.com,
485,gid://shopify/Product/3,The Archived Snowboard,4,62.15,Customer-485,customer485@example.com,
486,gid://shopify/Product/2,The Minimal Snowboard,2,45.42,Customer-486,customer486@example.com,
487,gid://shopify/Product/1,The Videographer Snowboard,5,10.41,Customer-487,customer487@example.com,
488,gid://shopify/Product/1,The Videographer Snowboard,3,19.79,Customer-488,customer488@example.com,
489,gid://shopify/Product/1,The Videographer Snowboard,4,48.68,Customer-489,customer489@example.com,
490,gid://shopify/Product/3,The Archived Snowboard,7,33.24,Customer-490,customer490@example.com,
491,gid://shopify/Product/1,The Videographer Snowboard,7,104.60,Customer-491,customer491@example.com,
492,gid://shopify/Product/3,The Archived Snowboard,4,16.49,Customer-492,customer492@example.com,
493,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,5,54.88,Customer-493,customer493@example.com,
494,gid://shopify/Product/2,The Minimal Snowboard,4,64.46,Customer-494,customer494@example.com,
495,gid://shopify/Product/3,The Archived Snowboard,5,24.59,Customer-495,customer495@example.com,
496,gid://shopify/Product/2,The Minimal Snowboard,1,86.12,Customer-496,customer496@example.com,
497,gid://shopify/Product/1,The Videographer Snowboard,5,82.75,Customer-497,customer497@example.com,
498,gid://shopify/Product/1,The Videographer Snowboard,9,21.48,Customer-498,customer498@example.com,
499,gid://shopify/Product/2,The Minimal Snowboard,2,21.23,Customer-499,customer499@example.com,
500,gid://shopify/Product/3,The Archived Snowboard,9,38.17,Customer-500,customer500@example.com,
